Gender,Income,Education,Dependents,Marital Status,Employment Status,Mortgage,Resident,Credit,Risk Status
Male,43000,Doctorate,0,Single,Self-employed,Yes,Semi-urban,Yes,2
Female,16000,Master,1,Widowed,Employed,Yes,Rural,Yes,3
Female,34000,Bachelor,1,Widowed,Employed,Yes,Rural,No,3
Male,28000,Bachelor,0,Widowed,Retired,Yes,Urban,Yes,3
Male,34000,Master,1,Single,Part-time,Yes,Semi-urban,No,3
Female,52000,Bachelor,0,Divorced,Others,Yes,Urban,Yes,3
Male,103000,Doctorate,0,Married,Others,No,Semi-urban,Yes,2
Male,136000,Bachelor,1,Single,Employed,Yes,Urban,Yes,2
Male,131000,Others,0,Divorced,Others,Yes,Urban,Yes,3
Female,57000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Male,124000,Others,3,Married,Others,Yes,Urban,Yes,3
Male,104000,Doctorate,0,Married,Others,Yes,Urban,Yes,2
Female,97000,Doctorate,2,Divorced,Employed,No,Urban,Yes,2
Female,40000,Bachelor,1,Divorced,Self-employed,Yes,Rural,No,3
Male,38000,Bachelor,2,Married,Employed,Yes,Rural,Yes,3
Female,24000,Bachelor,0,Single,Self-employed,Yes,Semi-urban,Yes,3
Male,36000,Others,0,Separated,Part-time,No,Semi-urban,No,4
Male,20000,Master,0,Single,Part-time,Yes,Semi-urban,No,3
Male,39000,Master,2,Single,Employed,No,Semi-urban,Yes,4
Male,60000,Doctorate,1,Single,Unemployed,Yes,Rural,Yes,3
Male,56000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Male,73000,Master,1,Married,Part-time,No,Semi-urban,Yes,3
Male,78000,Doctorate,1,Widowed,Employed,Yes,Semi-urban,No,2
Male,103000,Master,3,Widowed,Self-employed,Yes,Urban,Yes,2
Male,54000,Others,4,Single,Employed,Yes,Rural,Yes,4
Male,83000,Master,1,Single,Others,Yes,Urban,Yes,2
Male,41000,Others,1,Widowed,Others,Yes,Urban,No,4
Male,25000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Female,22000,Master,1,Single,Self-employed,No,Semi-urban,No,3
Male,97000,Master,2,Single,Self-employed,Yes,Urban,Yes,2
Female,78000,Bachelor,2,Single,Self-employed,Yes,Urban,Yes,3
Male,16000,Bachelor,2,Single,Retired,Yes,Rural,No,4
Male,69000,Bachelor,1,Married,Unemployed,No,Urban,Yes,3
Female,27000,Others,0,Divorced,Part-time,Yes,Semi-urban,No,3
Male,120000,Bachelor,1,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,59000,Bachelor,1,Widowed,Part-time,Yes,Rural,Yes,3
Female,29000,Bachelor,1,Married,Others,No,Urban,Yes,4
Male,43000,Doctorate,1,Married,Self-employed,Yes,Semi-urban,No,2
Male,41000,Bachelor,0,Divorced,Self-employed,No,Semi-urban,No,3
Male,28000,Bachelor,3,Divorced,Self-employed,Yes,Semi-urban,No,4
Male,19000,Doctorate,3,Married,Self-employed,Yes,Rural,Yes,3
Female,30000,Bachelor,2,Single,Self-employed,Yes,Urban,Yes,3
Male,90000,Bachelor,0,Married,Part-time,Yes,Semi-urban,Yes,2
Female,38000,Doctorate,1,Widowed,Others,Yes,Rural,No,3
Male,114000,Doctorate,0,Single,Others,No,Urban,Yes,2
Male,50000,Doctorate,0,Married,Others,Yes,Semi-urban,Yes,2
Female,59000,Doctorate,1,Widowed,Part-time,Yes,Semi-urban,No,2
Male,49000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Male,56000,Master,1,Widowed,Employed,Yes,Semi-urban,No,2
Female,20000,Bachelor,1,Widowed,Others,No,Semi-urban,No,4
Female,55000,Master,0,Married,Part-time,Yes,Urban,No,2
Male,116000,Bachelor,1,Separated,Self-employed,Yes,Rural,Yes,2
Male,77000,Master,2,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Male,101000,Bachelor,3,Single,Employed,Yes,Semi-urban,Yes,3
Female,88000,Doctorate,0,Divorced,Part-time,Yes,Semi-urban,Yes,2
Male,63000,Master,1,Widowed,Self-employed,Yes,Urban,Yes,2
Male,19000,Others,0,Married,Self-employed,Yes,Rural,Yes,3
Male,154000,Doctorate,1,Divorced,Self-employed,Yes,Urban,Yes,1
Female,55000,Master,2,Married,Employed,No,Urban,Yes,3
Male,23000,Others,2,Single,Others,Yes,Semi-urban,No,4
Male,80000,Doctorate,0,Separated,Employed,Yes,Urban,Yes,1
Male,36000,Master,3,Widowed,Others,Yes,Semi-urban,Yes,4
Male,62000,Bachelor,1,Divorced,Part-time,Yes,Semi-urban,Yes,3
Female,49000,Master,0,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,37000,Doctorate,1,Married,Retired,Yes,Semi-urban,No,3
Female,146000,Master,0,Widowed,Others,Yes,Urban,Yes,2
Female,28000,Master,0,Widowed,Unemployed,No,Urban,No,3
Female,85000,Bachelor,2,Single,Employed,Yes,Urban,Yes,2
Female,79000,Master,1,Married,Self-employed,Yes,Semi-urban,No,2
Female,17000,Bachelor,0,Widowed,Self-employed,Yes,Rural,Yes,3
Female,90000,Bachelor,1,Separated,Employed,Yes,Urban,Yes,2
Female,44000,Others,1,Divorced,Others,Yes,Urban,Yes,4
Female,54000,Doctorate,1,Single,Others,No,Urban,No,3
Female,90000,Master,1,Single,Part-time,No,Semi-urban,Yes,3
Female,25000,Master,1,Separated,Self-employed,Yes,Urban,Yes,2
Male,23000,Bachelor,0,Divorced,Others,Yes,Semi-urban,Yes,3
Female,59000,Bachelor,2,Divorced,Part-time,No,Urban,No,4
Female,114000,Master,0,Divorced,Self-employed,Yes,Urban,Yes,2
Female,26000,Bachelor,0,Divorced,Part-time,Yes,Urban,Yes,3
Male,32000,Bachelor,1,Divorced,Others,Yes,Semi-urban,Yes,4
Female,72000,Master,0,Single,Others,Yes,Semi-urban,Yes,3
Male,42000,Bachelor,1,Divorced,Employed,Yes,Urban,No,3
Female,109000,Others,1,Separated,Self-employed,Yes,Semi-urban,Yes,2
Female,23000,Others,1,Widowed,Employed,No,Semi-urban,Yes,4
Male,28000,Bachelor,3,Divorced,Self-employed,No,Rural,Yes,4
Male,23000,Bachelor,1,Single,Self-employed,No,Semi-urban,No,4
Male,97000,Master,2,Married,Self-employed,No,Urban,Yes,2
Male,36000,Bachelor,1,Single,Self-employed,Yes,Urban,No,3
Male,75000,Master,2,Widowed,Others,Yes,Urban,Yes,3
Male,54000,Doctorate,0,Widowed,Part-time,Yes,Urban,No,2
Female,52000,Bachelor,0,Married,Self-employed,No,Rural,No,3
Male,27000,Master,0,Divorced,Part-time,Yes,Semi-urban,No,3
Female,103000,Master,1,Widowed,Self-employed,Yes,Rural,Yes,2
Male,88000,Doctorate,1,Divorced,Employed,No,Urban,Yes,2
Male,56000,Master,1,Divorced,Employed,Yes,Urban,No,2
Male,50000,Doctorate,1,Widowed,Retired,Yes,Semi-urban,Yes,3
Male,77000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Female,21000,Bachelor,1,Widowed,Retired,No,Urban,Yes,4
Female,42000,Bachelor,1,Widowed,Employed,No,Rural,No,4
Female,128000,Doctorate,2,Widowed,Employed,No,Semi-urban,Yes,3
Male,98000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Male,105000,Bachelor,1,Separated,Self-employed,Yes,Urban,No,2
Male,58000,Master,0,Widowed,Employed,Yes,Urban,No,2
Female,41000,Others,2,Married,Self-employed,Yes,Semi-urban,No,3
Male,28000,Doctorate,1,Divorced,Part-time,Yes,Urban,No,2
Female,102000,Doctorate,1,Single,Self-employed,Yes,Urban,Yes,2
Male,23000,Bachelor,2,Divorced,Retired,No,Semi-urban,Yes,4
Male,19000,Bachelor,0,Separated,Others,No,Semi-urban,Yes,4
Male,27000,Bachelor,2,Widowed,Part-time,Yes,Urban,Yes,3
Female,22000,Bachelor,0,Single,Part-time,No,Urban,Yes,3
Male,16000,Others,0,Widowed,Self-employed,Yes,Urban,No,3
Male,101000,Bachelor,0,Separated,Employed,Yes,Semi-urban,No,2
Female,40000,Bachelor,3,Divorced,Part-time,Yes,Rural,Yes,4
Female,16000,Bachelor,1,Widowed,Self-employed,No,Rural,Yes,4
Male,42000,Master,0,Separated,Others,Yes,Urban,Yes,2
Female,21000,Doctorate,0,Widowed,Self-employed,No,Urban,Yes,2
Male,21000,Others,3,Married,Unemployed,Yes,Urban,Yes,4
Male,29000,Bachelor,2,Single,Unemployed,Yes,Urban,No,4
Male,53000,Bachelor,1,Divorced,Part-time,Yes,Urban,Yes,3
Female,25000,Master,1,Divorced,Employed,Yes,Urban,Yes,2
Male,36000,Bachelor,4,Married,Employed,Yes,Rural,No,4
Female,60000,Master,1,Married,Employed,Yes,Urban,Yes,2
Male,26000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Female,34000,Master,1,Separated,Employed,No,Semi-urban,No,3
Male,52000,Bachelor,2,Widowed,Employed,No,Urban,Yes,3
Female,63000,Master,2,Separated,Retired,Yes,Urban,No,3
Female,64000,Bachelor,1,Divorced,Others,Yes,Urban,Yes,3
Male,29000,Bachelor,0,Separated,Retired,Yes,Urban,No,3
Male,90000,Master,0,Single,Others,Yes,Urban,Yes,2
Female,51000,Others,0,Married,Employed,Yes,Urban,No,2
Male,55000,Bachelor,1,Widowed,Part-time,Yes,Semi-urban,No,3
Male,38000,Master,2,Widowed,Part-time,Yes,Urban,No,3
Male,52000,Master,0,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,78000,Bachelor,0,Divorced,Others,No,Urban,Yes,3
Female,30000,Bachelor,0,Married,Part-time,Yes,Semi-urban,No,3
Male,38000,Others,0,Single,Unemployed,Yes,Semi-urban,No,4
Male,71000,Doctorate,4,Married,Others,Yes,Urban,Yes,3
Male,37000,Doctorate,3,Widowed,Self-employed,Yes,Semi-urban,No,3
Male,155000,Bachelor,1,Married,Self-employed,No,Urban,No,2
Female,18000,Bachelor,1,Married,Others,Yes,Urban,No,3
Male,55000,Doctorate,1,Widowed,Part-time,Yes,Urban,Yes,2
Female,65000,Doctorate,1,Single,Others,Yes,Urban,No,2
Female,107000,Bachelor,2,Divorced,Employed,Yes,Semi-urban,Yes,3
Female,121000,Doctorate,1,Widowed,Employed,Yes,Semi-urban,No,2
Female,38000,,2,Widowed,Retired,Yes,Rural,No,4
Male,74000,Master,1,Widowed,Self-employed,Yes,Rural,Yes,2
Female,79000,Doctorate,2,Single,Self-employed,Yes,Urban,Yes,2
Male,89000,Bachelor,2,Married,Employed,Yes,Urban,Yes,2
Female,81000,Doctorate,0,Single,Others,No,Urban,No,2
Female,27000,Master,0,Widowed,Self-employed,Yes,Semi-urban,Yes,2
Female,44000,Bachelor,0,Separated,Employed,Yes,Semi-urban,No,2
Female,74000,Master,2,Divorced,Employed,Yes,Urban,Yes,2
Male,83000,Doctorate,0,Divorced,Self-employed,Yes,Urban,Yes,1
Female,72000,Bachelor,0,Widowed,Part-time,Yes,Urban,No,2
Male,50000,Bachelor,0,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,22000,Bachelor,1,Divorced,Self-employed,Yes,Rural,No,3
Male,46000,Master,1,Divorced,Part-time,No,Urban,Yes,3
Female,25000,Others,0,Single,Unemployed,Yes,Semi-urban,Yes,4
Male,57000,Master,0,Separated,Employed,Yes,Rural,No,2
Female,85000,Bachelor,0,Divorced,Part-time,Yes,Urban,No,2
Male,50000,Bachelor,1,Widowed,Others,No,Semi-urban,No,4
Female,56000,Master,0,Married,Employed,Yes,Urban,No,2
Female,98000,Bachelor,0,Widowed,Self-employed,Yes,Urban,No,2
Female,20000,Master,0,Widowed,Retired,Yes,Rural,No,3
Female,63000,Bachelor,0,Single,Others,Yes,Urban,No,3
Male,21000,Master,1,Divorced,Employed,No,Semi-urban,No,3
Male,75000,Master,2,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,74000,Bachelor,1,Divorced,Employed,Yes,Semi-urban,Yes,3
Female,33000,Master,1,Married,Part-time,Yes,Rural,Yes,3
Female,75000,Doctorate,0,Divorced,Employed,Yes,Semi-urban,Yes,2
Male,82000,Bachelor,1,Widowed,Part-time,Yes,Urban,Yes,2
Male,70000,Master,1,Widowed,Part-time,Yes,Urban,Yes,2
Male,63000,Bachelor,1,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,17000,Bachelor,1,Married,Self-employed,Yes,Rural,Yes,3
Female,90000,Bachelor,1,Married,Employed,Yes,Semi-urban,Yes,2
Male,56000,Bachelor,2,Married,Unemployed,Yes,Urban,Yes,3
Female,48000,Master,3,Widowed,Part-time,Yes,Semi-urban,No,4
Male,25000,Bachelor,2,Separated,Retired,No,Semi-urban,Yes,4
Male,38000,Others,0,Single,Others,No,Urban,No,4
Male,22000,Bachelor,2,Divorced,Part-time,No,Semi-urban,Yes,4
Female,59000,Master,3,Separated,Self-employed,Yes,Semi-urban,No,3
Female,89000,Master,2,Single,Others,No,Urban,Yes,3
Male,33000,Others,0,Widowed,Self-employed,Yes,Urban,Yes,3
Female,19000,Bachelor,0,Divorced,Others,Yes,Urban,No,3
Male,64000,Bachelor,1,Widowed,Self-employed,No,Urban,Yes,3
Female,73000,Others,2,Single,Employed,Yes,Semi-urban,Yes,3
Male,24000,Others,3,Separated,Unemployed,No,Semi-urban,No,5
Male,83000,Bachelor,1,Widowed,Self-employed,Yes,Urban,Yes,2
Female,30000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Male,17000,Bachelor,1,Separated,Others,Yes,Rural,No,4
Female,80000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,Yes,2
Female,138000,Doctorate,0,Single,Others,Yes,Urban,Yes,2
Female,46000,Others,2,Married,Self-employed,Yes,Semi-urban,No,3
Female,102000,Doctorate,2,Single,Self-employed,Yes,Urban,Yes,2
Female,56000,Master,2,Married,Part-time,Yes,Urban,No,2
Male,22000,Bachelor,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Male,45000,Others,1,Separated,Self-employed,Yes,Urban,Yes,3
Female,19000,Bachelor,0,Separated,Self-employed,Yes,Semi-urban,Yes,3
Female,79000,Doctorate,1,Single,Others,No,Semi-urban,No,3
Female,24000,Doctorate,0,Separated,Employed,Yes,Rural,Yes,2
Male,60000,Doctorate,0,Divorced,Part-time,Yes,Urban,No,2
Female,30000,Master,1,Married,Part-time,No,Urban,No,3
Female,35000,Bachelor,0,Widowed,Unemployed,Yes,Urban,No,3
Female,63000,Bachelor,0,Single,Employed,Yes,Urban,Yes,2
Male,28000,Master,1,Married,Retired,Yes,Urban,Yes,3
Male,18000,Bachelor,1,Single,Part-time,Yes,Urban,Yes,3
Female,121000,Doctorate,3,Married,Employed,Yes,Urban,Yes,2
Female,62000,Bachelor,1,Single,Employed,Yes,Urban,Yes,2
Female,68000,Doctorate,4,Single,Part-time,Yes,Urban,Yes,3
Female,61000,Master,2,Married,Self-employed,Yes,Semi-urban,Yes,2
Female,27000,Master,0,Single,Part-time,No,Semi-urban,Yes,3
Female,31000,Others,1,Single,Others,Yes,Urban,Yes,4
Female,40000,Bachelor,1,Divorced,Employed,Yes,Semi-urban,No,3
Female,28000,Others,0,Divorced,Others,Yes,Urban,Yes,3
Male,35000,Bachelor,1,Divorced,Part-time,Yes,Urban,No,3
Male,59000,Doctorate,0,Married,Retired,Yes,Urban,No,2
Female,103000,Master,1,Widowed,Employed,Yes,Urban,Yes,2
Male,41000,Others,1,Married,Employed,Yes,Rural,No,3
Male,59000,Bachelor,1,Divorced,Retired,Yes,Urban,No,3
Female,49000,Master,0,Single,Others,Yes,Urban,No,3
Female,126000,Master,0,Divorced,Others,No,Urban,Yes,3
Female,38000,Bachelor,2,Single,Part-time,Yes,Rural,Yes,4
Female,125000,Doctorate,0,Single,Self-employed,Yes,Rural,No,2
Female,55000,Master,2,Separated,Employed,Yes,Semi-urban,No,2
Female,52000,Others,2,Divorced,Employed,Yes,Semi-urban,Yes,3
Female,31000,Bachelor,3,Divorced,Employed,Yes,Semi-urban,No,4
Female,89000,Bachelor,0,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,60000,Bachelor,2,Single,Retired,Yes,Urban,No,3
Male,16000,Bachelor,2,Single,Unemployed,Yes,Urban,Yes,4
Male,39000,Master,0,Divorced,Employed,Yes,Semi-urban,No,2
Male,66000,Master,2,Widowed,Self-employed,No,Urban,Yes,3
Male,140000,Bachelor,2,Separated,Others,No,Semi-urban,No,3
Male,40000,Bachelor,0,Divorced,Self-employed,Yes,Urban,Yes,2
Female,51000,Doctorate,1,Single,Employed,Yes,Urban,Yes,2
Male,49000,Master,1,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Male,71000,Bachelor,0,Divorced,Employed,Yes,Urban,Yes,2
Male,47000,Master,0,Single,Part-time,Yes,Urban,No,2
Female,78000,Bachelor,3,Divorced,Employed,Yes,Urban,No,3
Male,25000,Bachelor,1,Widowed,Others,Yes,Urban,Yes,3
Male,37000,Doctorate,0,Widowed,Retired,No,Rural,No,3
Female,95000,Others,0,Married,Others,Yes,Semi-urban,Yes,3
Female,66000,Others,1,Single,Part-time,Yes,Urban,Yes,3
Female,62000,Bachelor,1,Divorced,Others,Yes,Urban,Yes,3
Female,70000,Master,0,Married,Self-employed,No,Urban,Yes,2
Female,28000,Bachelor,1,Separated,Retired,Yes,Semi-urban,No,3
Female,86000,Master,0,Married,Others,Yes,Semi-urban,Yes,2
Female,14000,Bachelor,1,Single,Retired,Yes,Semi-urban,Yes,4
Male,24000,Others,2,Married,Employed,Yes,Semi-urban,No,3
Male,61000,Bachelor,4,Widowed,Others,Yes,Semi-urban,No,4
Female,37000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Female,179000,Doctorate,1,Widowed,Self-employed,Yes,Urban,Yes,1
Male,20000,Bachelor,1,Married,Employed,No,Semi-urban,Yes,3
Female,74000,Bachelor,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Female,22000,Master,0,Divorced,Others,Yes,Urban,Yes,3
Female,39000,Bachelor,1,Widowed,Retired,Yes,Urban,Yes,3
Male,58000,Bachelor,1,Married,Employed,No,Urban,Yes,3
Male,19000,Doctorate,3,Single,Self-employed,No,Semi-urban,Yes,4
Female,35000,Bachelor,0,Divorced,Employed,No,Semi-urban,Yes,3
Male,49000,Bachelor,0,Single,Part-time,No,Semi-urban,Yes,4
Male,79000,Bachelor,0,Married,Employed,Yes,Semi-urban,Yes,2
Female,58000,Master,2,Widowed,Self-employed,Yes,Urban,Yes,2
Female,70000,Master,0,Divorced,Part-time,No,Semi-urban,Yes,3
Male,61000,Bachelor,1,Widowed,Part-time,Yes,Urban,Yes,3
Female,52000,Others,1,Divorced,Employed,Yes,Urban,Yes,3
Female,80000,Master,1,Married,Employed,No,Urban,Yes,2
Female,37000,Others,2,Widowed,Others,Yes,Semi-urban,Yes,4
Male,48000,Master,1,Single,Employed,Yes,Urban,No,2
Male,39000,Bachelor,0,Single,Part-time,Yes,Semi-urban,Yes,3
Female,80000,Bachelor,3,Widowed,Self-employed,Yes,Urban,Yes,3
Female,48000,Doctorate,1,Divorced,Self-employed,No,Urban,No,3
Female,120000,Others,0,Separated,Employed,Yes,Semi-urban,No,2
Female,54000,Bachelor,0,Divorced,Part-time,No,Urban,Yes,3
Female,42000,Bachelor,2,Single,Retired,Yes,Rural,No,4
Male,53000,Master,1,Widowed,Part-time,No,Urban,Yes,3
Female,66000,Master,1,Divorced,Self-employed,No,Urban,Yes,3
Female,103000,Master,1,Widowed,Employed,Yes,Urban,No,2
Female,88000,Doctorate,2,Single,Self-employed,Yes,Urban,Yes,2
Male,43000,Master,1,Divorced,Part-time,Yes,Semi-urban,Yes,3
Female,60000,Doctorate,1,Married,Employed,No,Urban,No,2
Female,49000,Master,0,Widowed,Self-employed,Yes,Semi-urban,No,2
Female,40000,Doctorate,1,Divorced,Self-employed,Yes,Urban,Yes,2
Female,1,Bachelor,1,Widowed,Employed,Yes,Semi-urban,Yes,3
Female,70000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Female,35000,Master,1,Single,Retired,Yes,Urban,Yes,3
Female,49000,Bachelor,0,Divorced,Part-time,No,Urban,No,3
Male,58000,Bachelor,2,Divorced,Part-time,Yes,Urban,No,3
Female,53000,Master,1,Divorced,Employed,No,Urban,No,3
Female,41000,Bachelor,1,Married,Part-time,Yes,Urban,No,3
Female,39000,Bachelor,1,Widowed,Others,Yes,Semi-urban,Yes,4
Male,18000,Master,1,Divorced,Unemployed,Yes,Semi-urban,Yes,4
Female,40000,Doctorate,1,Divorced,Self-employed,No,Semi-urban,Yes,3
Female,61000,Bachelor,2,Widowed,Employed,No,Urban,No,3
Male,45000,Bachelor,2,Married,Part-time,Yes,Semi-urban,No,3
Male,41000,Others,1,Divorced,Self-employed,Yes,Semi-urban,No,3
Female,56000,Doctorate,1,Separated,Employed,No,Urban,Yes,2
Male,48000,Master,1,Married,Others,Yes,Semi-urban,No,3
Female,121000,Doctorate,0,Married,Employed,No,Semi-urban,Yes,2
Female,24000,Others,0,Married,Employed,Yes,Urban,Yes,2
Male,105000,Master,0,Widowed,Others,Yes,Semi-urban,Yes,2
Female,80000,Doctorate,1,Widowed,Self-employed,Yes,Semi-urban,Yes,2
Male,159000,Others,3,Single,Employed,Yes,Urban,Yes,3
Male,69000,Bachelor,1,Widowed,Part-time,Yes,Semi-urban,Yes,3
Female,90000,Master,2,Married,Part-time,Yes,Semi-urban,Yes,2
Male,71000,Bachelor,0,Married,Employed,No,Urban,Yes,2
Male,54000,Bachelor,3,Divorced,Self-employed,Yes,Rural,No,3
Female,128000,Doctorate,0,Married,Employed,Yes,Rural,No,1
Male,79000,Others,1,Widowed,Self-employed,No,Urban,Yes,3
Male,15000,Others,1,Single,Unemployed,No,Rural,No,5
Female,109000,Master,1,Widowed,Self-employed,No,Urban,Yes,2
Male,29000,Master,2,Widowed,Unemployed,No,Urban,No,4
Female,18000,Bachelor,2,Married,Self-employed,Yes,Rural,No,3
Female,34000,Bachelor,0,Divorced,Unemployed,No,Semi-urban,No,4
Female,63000,Master,1,Divorced,Self-employed,Yes,Urban,Yes,2
Male,67000,Doctorate,0,Divorced,Part-time,Yes,Urban,Yes,2
Female,27000,Master,3,Divorced,Part-time,Yes,Semi-urban,Yes,4
Male,46000,Doctorate,0,Single,Self-employed,No,Rural,No,3
Female,64000,Master,1,Married,Employed,Yes,Urban,Yes,2
Female,51000,Master,0,Single,Self-employed,No,Urban,Yes,2
Male,111000,Doctorate,2,Single,Self-employed,No,Urban,Yes,2
Female,88000,Bachelor,3,Divorced,Others,Yes,Urban,No,3
Female,52000,Master,0,Single,Part-time,Yes,Urban,No,2
Male,34000,Others,1,Widowed,Employed,Yes,Urban,Yes,3
Male,43000,Bachelor,1,Widowed,Retired,Yes,Urban,Yes,3
Female,78000,Bachelor,2,Separated,Employed,Yes,Semi-urban,No,3
Male,30000,Others,1,Divorced,Retired,Yes,Urban,No,4
Male,73000,Master,1,Married,Part-time,No,Urban,No,3
Female,57000,Doctorate,1,Married,Others,Yes,Semi-urban,Yes,2
Male,36000,Master,1,Divorced,Part-time,Yes,Urban,Yes,3
Female,35000,Bachelor,0,Widowed,Retired,No,Semi-urban,No,4
Male,25000,Master,2,Divorced,Employed,Yes,Urban,Yes,3
Female,72000,Others,2,Widowed,Others,Yes,Urban,Yes,4
Male,50000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,No,2
Female,49000,Doctorate,1,Divorced,Employed,No,Rural,No,3
Female,19000,Bachelor,1,Single,Self-employed,No,Rural,No,4
Female,33000,Bachelor,0,Widowed,Others,Yes,Urban,No,3
Female,27000,Bachelor,0,Single,Self-employed,Yes,Semi-urban,No,3
Male,47000,Master,3,Separated,Others,Yes,Urban,No,3
Female,74000,Others,2,Single,Employed,Yes,Semi-urban,Yes,3
Female,61000,Bachelor,1,Single,Self-employed,No,Urban,Yes,3
Male,67000,Doctorate,1,Widowed,Self-employed,Yes,Urban,Yes,2
Male,90000,Bachelor,2,Single,Self-employed,Yes,Urban,No,2
Female,18000,Bachelor,1,Single,Employed,Yes,Semi-urban,No,3
Female,70000,Others,0,Single,Part-time,No,Semi-urban,Yes,4
Female,66000,Doctorate,1,Widowed,Self-employed,Yes,Urban,Yes,2
Male,81000,Doctorate,1,Widowed,Others,No,Urban,Yes,3
Male,71000,Master,1,Divorced,Others,No,Urban,Yes,3
Female,79000,Bachelor,1,Divorced,Others,Yes,Semi-urban,Yes,3
Female,39000,Others,2,Single,Employed,Yes,Urban,Yes,3
Male,63000,Bachelor,1,Widowed,Part-time,Yes,Urban,Yes,3
Male,64000,Others,0,Single,Employed,No,Urban,No,3
Female,77000,Bachelor,0,Single,Employed,Yes,Urban,Yes,2
Female,76000,Others,1,Divorced,Part-time,Yes,Semi-urban,Yes,3
Female,47000,Bachelor,2,Widowed,Employed,No,Rural,Yes,4
Male,99000,Doctorate,0,Married,Employed,Yes,Semi-urban,Yes,1
Male,30000,Others,2,Married,Part-time,No,Urban,No,4
Female,97000,Master,4,Widowed,Self-employed,Yes,Urban,Yes,3
Male,34000,Bachelor,1,Divorced,Self-employed,Yes,Urban,Yes,3
Female,168000,Others,0,Married,Self-employed,Yes,Rural,Yes,2
Male,30000,Doctorate,1,Divorced,Employed,Yes,Urban,No,2
Female,54000,Others,0,Single,Part-time,Yes,Urban,No,3
Female,131000,Doctorate,0,Widowed,Employed,No,Urban,No,2
Female,85000,Others,2,Single,Self-employed,No,Urban,Yes,3
Female,89000,Master,1,Married,Self-employed,Yes,Semi-urban,Yes,2
Female,20000,Master,1,Married,Part-time,Yes,Semi-urban,Yes,3
Female,42000,Bachelor,2,Divorced,Part-time,Yes,Rural,Yes,4
Female,70000,Bachelor,2,Single,Others,Yes,Semi-urban,Yes,4
Male,20000,Master,0,Divorced,Part-time,Yes,Semi-urban,No,3
Female,32000,Master,0,Widowed,Employed,Yes,Urban,No,2
Male,61000,Doctorate,3,Divorced,Employed,Yes,Semi-urban,Yes,3
Male,22000,Bachelor,2,Married,Retired,No,Rural,No,4
Female,40000,Others,0,Married,Part-time,Yes,Urban,No,3
Female,39000,Bachelor,0,Divorced,Self-employed,Yes,Urban,Yes,2
Male,52000,Master,1,Divorced,Retired,Yes,Urban,Yes,3
Male,42000,Doctorate,1,Divorced,Employed,Yes,Urban,No,2
Male,46000,Bachelor,3,Single,Part-time,Yes,Urban,Yes,4
Female,33000,Bachelor,0,Separated,Others,No,Rural,Yes,4
Male,79000,Doctorate,1,Widowed,Self-employed,Yes,Rural,Yes,2
Female,23000,Bachelor,0,Married,Employed,Yes,Semi-urban,Yes,2
Male,25000,Bachelor,1,Single,Others,Yes,Semi-urban,Yes,4
Female,73000,Master,3,Divorced,Others,No,Rural,Yes,4
Male,77000,Doctorate,0,Single,Others,No,Urban,Yes,3
Female,59000,Others,0,Married,Employed,Yes,Urban,Yes,2
Female,47000,Others,1,Married,Others,Yes,Urban,Yes,3
Male,111000,Master,0,Single,Employed,Yes,Semi-urban,Yes,2
Male,107000,Master,2,Divorced,Part-time,Yes,Semi-urban,No,3
Female,19000,Bachelor,2,Married,Unemployed,Yes,Semi-urban,Yes,4
Female,55000,Others,3,Divorced,Self-employed,No,Urban,No,4
Male,70000,Master,1,Single,Self-employed,Yes,Urban,No,2
Female,61000,Doctorate,0,Widowed,Self-employed,No,Urban,Yes,2
Male,90000,Master,1,Widowed,Employed,Yes,Urban,Yes,2
Female,35000,Bachelor,2,Single,Employed,Yes,Urban,No,3
Male,35000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,No,3
Female,36000,Master,1,Single,Others,Yes,Semi-urban,Yes,3
Female,45000,Bachelor,1,Separated,Self-employed,Yes,Semi-urban,No,3
Male,52000,Bachelor,0,Single,Employed,Yes,Urban,No,2
Male,36000,Others,0,Married,Retired,No,Rural,No,4
